City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
231,Kasongo-Lunda,-6.4667,16.8167,68.11,98,100,0.92,CD,2022-01-31 04:56:36,overcast clouds
232,Lockhart,28.6194,-81.4426,42.98,72,0,5.01,US,2022-01-31 04:56:36,clear sky
233,Antonina,-25.4286,-48.7119,77.63,99,100,1.39,BR,2022-01-31 04:56:37,overcast clouds
234,Konin,52.2234,18.2512,30.02,83,89,14.05,PL,2022-01-31 04:53:53,overcast clouds
235,Mayo,38.8876,-76.5119,29.89,68,100,3.0,US,2022-01-31 04:56:37,overcast clouds
236,Saldanha,-33.0117,17.9442,62.65,79,100,6.02,ZA,2022-01-31 04:56:37,overcast clouds
237,Dzaoudzi,-12.7887,45.2699,82.29,78,0,4.61,YT,2022-01-31 04:56:38,clear sky
238,Luderitz,-26.6481,15.1594,63.27,93,65,6.26,NA,2022-01-31 04:56:38,broken clouds
239,Morondava,-20.2833,44.2833,81.66,70,0,5.75,MG,2022-01-31 04:56:38,clear sky
240,Honningsvag,70.9821,25.9704,29.95,74,20,12.66,NO,2022-01-31 04:56:39,few clouds
241,Moerai,-22.4333,-151.3333,79.3,78,35,12.12,PF,2022-01-31 04:56:39,light rain
242,Mackay,-21.15,149.2,89.69,70,75,12.66,AU,2022-01-31 04:56:39,broken clouds
243,Malakal,9.5334,31.6605,69.55,17,14,8.57,SS,2022-01-31 04:56:40,few clouds
244,Cuiaba,-15.5961,-56.0967,73.33,94,75,5.75,BR,2022-01-31 04:56:40,broken clouds
245,Alizai,33.5383,70.3462,52.72,34,0,2.19,PK,2022-01-31 04:56:40,clear sky
246,Kirakira,-10.4544,161.9205,84.22,75,59,6.78,SB,2022-01-31 04:56:41,broken clouds
247,Longyearbyen,78.2186,15.6401,10.24,61,40,17.27,SJ,2022-01-31 04:56:41,light shower snow
248,Abha,18.2164,42.5053,51.62,87,0,6.91,SA,2022-01-31 04:56:41,clear sky
249,Maragogi,-9.0122,-35.2225,77.14,80,35,4.94,BR,2022-01-31 04:56:42,scattered clouds
250,Bethel,41.3712,-73.414,22.05,69,78,2.28,US,2022-01-31 04:56:42,broken clouds
251,Semey,50.4111,80.2275,8.82,78,0,4.47,KZ,2022-01-31 04:56:42,clear sky
252,Loandjili,-4.7561,11.8578,77.11,100,75,3.44,CG,2022-01-31 04:56:43,broken clouds
253,Cherskiy,68.75,161.3,-27.53,99,72,1.52,RU,2022-01-31 04:46:50,broken clouds
254,Hay River,60.8156,-115.7999,-5.82,77,40,8.05,CA,2022-01-31 04:56:43,light snow
255,Comodoro Rivadavia,-45.8667,-67.5,60.66,27,0,18.41,AR,2022-01-31 04:56:44,clear sky
256,Pullman,46.7313,-117.1796,39.7,70,100,6.78,US,2022-01-31 04:53:44,snow
257,Mahibadhoo,3.7833,72.9667,82.35,75,2,12.93,MV,2022-01-31 04:56:44,clear sky
258,Krasnogvardeyskiy,57.3793,62.3195,9.61,92,98,1.28,RU,2022-01-31 04:56:44,overcast clouds
259,Kaseda,31.4167,130.3167,52.84,49,6,15.23,JP,2022-01-31 04:56:45,clear sky
260,Letterkenny,54.95,-7.7333,41.4,70,94,19.26,IE,2022-01-31 04:56:22,overcast clouds
261,Say,13.1007,2.3689,66.76,14,24,11.18,NE,2022-01-31 04:56:45,few clouds
262,Kudahuvadhoo,2.6708,72.8944,82.27,74,6,13.04,MV,2022-01-31 04:56:46,clear sky
263,Husavik,66.0449,-17.3389,22.91,64,92,19.91,IS,2022-01-31 04:56:46,overcast clouds
264,Tiznit,29.5833,-9.5,60.13,39,78,16.02,MA,2022-01-31 04:56:46,broken clouds
265,Kamalapuram,14.5833,78.65,82.27,69,20,0.0,IN,2022-01-31 04:56:47,few clouds
266,Poso,-1.3959,120.7524,86.38,63,61,5.68,ID,2022-01-31 04:56:47,broken clouds
267,Ixtapa,20.7,-105.2,70.23,92,1,3.09,MX,2022-01-31 04:56:47,clear sky
268,Vaasa,63.096,21.6158,20.95,86,75,11.5,FI,2022-01-31 04:56:48,broken clouds
269,Berlevag,70.8578,29.0864,28.4,64,90,2.17,NO,2022-01-31 04:56:48,overcast clouds
270,Intipuca,13.1969,-88.0544,72.27,60,70,5.88,SV,2022-01-31 04:56:48,broken clouds
271,Luau,-10.7073,22.2247,62.71,96,94,1.77,AO,2022-01-31 04:57:49,overcast clouds
272,Arica,-18.475,-70.3042,68.23,77,0,2.3,CL,2022-01-31 04:57:49,clear sky
273,Batagay-Alyta,67.8006,130.4114,-17.79,95,83,1.66,RU,2022-01-31 04:57:49,broken clouds
274,Svetlyy,54.675,20.1347,35.65,71,95,19.15,RU,2022-01-31 04:57:50,overcast clouds
275,Alcudia,39.8532,3.1214,52.7,50,0,10.07,ES,2022-01-31 04:57:50,clear sky
276,Tecoanapa,16.5167,-98.75,77.99,77,71,4.14,MX,2022-01-31 04:57:50,broken clouds
277,Georgiyevka,43.0369,74.7114,24.84,93,100,4.47,KZ,2022-01-31 04:57:51,fog
278,Nyurba,63.2842,118.3319,-10.88,96,69,4.12,RU,2022-01-31 04:57:51,broken clouds
279,Cidreira,-30.1811,-50.2056,72.14,74,0,16.84,BR,2022-01-31 04:57:51,clear sky
280,Nhulunbuy,-12.2333,136.7667,83.01,83,75,20.71,AU,2022-01-31 04:57:52,broken clouds
281,Tambura,5.6,27.4667,66.15,24,78,5.17,SS,2022-01-31 04:57:52,broken clouds
282,Iranshahr,27.2025,60.6848,59.34,55,0,0.0,IR,2022-01-31 04:57:52,clear sky
283,Port Lincoln,-34.7333,135.8667,75.16,64,12,6.58,AU,2022-01-31 04:53:54,few clouds
284,Dzidzantun,21.25,-89.05,58.39,78,0,3.71,MX,2022-01-31 04:57:53,clear sky
285,Meadow Lake,34.8014,-106.5436,38.41,53,70,2.1,US,2022-01-31 04:57:53,broken clouds
286,Pascagoula,30.3658,-88.5561,52.02,92,2,9.06,US,2022-01-31 04:57:54,clear sky
287,Goderich,43.7501,-81.7165,25.92,73,96,8.05,CA,2022-01-31 04:57:54,overcast clouds
288,Luena,-11.7833,19.9167,62.37,86,100,4.38,AO,2022-01-31 04:57:54,overcast clouds
289,Pacific Grove,36.6177,-121.9166,52.66,88,75,1.99,US,2022-01-31 04:57:55,broken clouds
290,Zurrieq,35.8311,14.4742,55.96,82,40,14.97,MT,2022-01-31 04:57:55,scattered clouds
291,Mlowo,-9.0,32.9833,60.91,96,98,5.55,TZ,2022-01-31 04:57:55,overcast clouds
292,Orapa,-21.2833,25.3667,70.14,79,99,14.41,BW,2022-01-31 04:57:56,overcast clouds
293,Kwinana,-32.25,115.7667,86.34,48,47,14.94,AU,2022-01-31 04:57:04,scattered clouds
294,Kokopo,-4.352,152.2633,84.9,68,99,11.3,PG,2022-01-31 04:57:56,overcast clouds
295,Kapan,39.2075,46.4058,33.75,69,8,8.97,AM,2022-01-31 04:57:56,clear sky
296,Lavrentiya,65.5833,-171.0,-9.04,93,14,4.03,RU,2022-01-31 04:57:57,few clouds
297,Hailar,49.2,119.7,-4.83,89,47,4.32,CN,2022-01-31 04:56:31,scattered clouds
298,Padang,-0.9492,100.3543,84.25,63,82,4.81,ID,2022-01-31 04:57:57,broken clouds
299,Rodrigues Alves,-7.738,-72.6509,70.18,98,98,1.48,BR,2022-01-31 04:57:58,light rain
300,Stornoway,58.2093,-6.3865,39.16,75,75,7.0,GB,2022-01-31 04:57:58,broken clouds
301,Rabo De Peixe,37.8,-25.5833,57.27,95,20,18.41,PT,2022-01-31 04:57:58,few clouds
302,Biak,-0.9131,122.8766,87.49,57,81,8.46,ID,2022-01-31 04:57:59,broken clouds
303,Faya,18.3851,42.4509,51.91,65,4,5.48,SA,2022-01-31 04:57:59,clear sky
304,Wakkanai,45.4094,141.6739,19.38,63,75,19.57,JP,2022-01-31 04:57:59,broken clouds
305,Ossora,59.2353,163.0719,23.22,94,100,23.09,RU,2022-01-31 04:58:00,snow
306,Vila Franca Do Campo,37.7167,-25.4333,58.19,79,75,14.07,PT,2022-01-31 04:58:00,broken clouds
307,Belmonte,-15.8631,-38.8828,77.5,87,28,7.96,BR,2022-01-31 04:58:00,scattered clouds
308,Teya,60.3778,92.6267,8.31,92,99,2.98,RU,2022-01-31 04:58:01,overcast clouds
309,Vanavara,60.34,102.2797,-2.69,90,100,3.02,RU,2022-01-31 04:58:01,overcast clouds
310,Igarka,67.4667,86.5833,-6.77,95,100,10.6,RU,2022-01-31 04:58:01,overcast clouds
311,Hami,42.8,93.45,27.54,32,91,5.03,CN,2022-01-31 04:58:02,overcast clouds
312,Punta Alta,-38.8759,-62.0736,61.68,47,5,6.82,AR,2022-01-31 04:58:02,clear sky
313,San Lorenzo,-25.3333,-57.5333,74.59,64,0,0.0,PY,2022-01-31 04:58:02,clear sky
314,Ayagoz,47.9714,80.4392,12.52,95,99,1.86,KZ,2022-01-31 04:58:03,overcast clouds
315,Anchorage,61.2181,-149.9003,20.41,88,100,4.61,US,2022-01-31 04:57:25,mist
316,Bonao,18.9369,-70.4092,72.41,97,83,0.4,DO,2022-01-31 04:58:03,broken clouds
317,Bull Savanna,17.8868,-77.5902,69.48,82,43,6.96,JM,2022-01-31 04:58:04,scattered clouds
318,Ancud,-41.8697,-73.8203,46.42,81,15,4.47,CL,2022-01-31 04:59:04,few clouds
319,Srednekolymsk,67.45,153.6833,-30.59,100,97,4.12,RU,2022-01-31 04:59:04,overcast clouds
320,Champoton,19.35,-90.7167,64.09,76,0,7.23,MX,2022-01-31 04:59:05,clear sky
321,Teahupoo,-17.8333,-149.2667,76.96,78,73,15.99,PF,2022-01-31 04:59:05,broken clouds
322,Priyutnoye,46.1011,43.5072,31.5,88,97,11.65,RU,2022-01-31 04:59:05,light snow
323,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.5,81,38,4.97,BR,2022-01-31 04:59:06,scattered clouds
324,Toila,59.4236,27.5025,24.76,96,100,12.28,EE,2022-01-31 04:59:06,light snow
325,Jawala Mukhi,31.8833,76.3167,60.62,38,13,4.16,IN,2022-01-31 04:59:06,few clouds
326,Pouebo,-20.4,164.5667,81.82,72,99,4.59,NC,2022-01-31 04:59:07,overcast clouds
327,Sabha,27.0377,14.4283,41.97,61,0,5.28,LY,2022-01-31 04:59:07,clear sky
328,Houma,29.5958,-90.7195,51.01,94,3,4.81,US,2022-01-31 04:56:17,clear sky
329,Barth,54.3635,12.7249,39.09,68,100,7.47,DE,2022-01-31 04:59:07,overcast clouds
330,Pisco,-13.7,-76.2167,69.85,83,40,8.05,PE,2022-01-31 04:59:08,scattered clouds
331,Saint-Marc,19.1082,-72.6938,74.39,77,17,4.56,HT,2022-01-31 04:59:08,few clouds
332,Makokou,0.5738,12.8642,68.22,99,100,2.19,GA,2022-01-31 04:59:08,overcast clouds
333,Yulara,-25.2406,130.9889,84.04,65,100,12.66,AU,2022-01-31 04:59:09,overcast clouds
334,Raudeberg,61.9875,5.1352,32.86,69,100,1.99,NO,2022-01-31 04:59:09,overcast clouds
335,Cangucu,-31.395,-52.6756,64.45,94,2,4.23,BR,2022-01-31 04:59:09,clear sky
336,Alice Springs,-23.7,133.8833,76.55,94,75,5.75,AU,2022-01-31 04:57:33,light intensity shower rain
337,Nome,64.5011,-165.4064,-3.19,85,0,5.23,US,2022-01-31 04:57:44,clear sky
338,Sibolga,1.7427,98.7792,85.59,64,93,4.03,ID,2022-01-31 04:59:07,overcast clouds
339,Rawson,-43.3002,-65.1023,58.05,33,40,9.35,AR,2022-01-31 04:59:10,scattered clouds
340,Salalah,17.0151,54.0924,73.31,38,2,3.29,OM,2022-01-31 04:59:11,clear sky
341,Kvareli,41.9524,45.8151,35.1,58,27,5.21,GE,2022-01-31 04:59:11,scattered clouds
342,Whitehorse,60.7161,-135.0538,5.77,72,100,8.05,CA,2022-01-31 04:59:11,light snow
343,Cacequi,-29.8836,-54.825,72.01,68,71,7.36,BR,2022-01-31 04:59:12,broken clouds
344,Ballina,-28.8667,153.5667,87.98,74,40,13.8,AU,2022-01-31 04:59:12,scattered clouds
345,Broome,42.2506,-75.833,10.04,82,35,1.01,US,2022-01-31 04:59:12,scattered clouds
346,Gazanjyk,39.2446,55.5154,43.61,55,40,3.91,TM,2022-01-31 04:59:13,scattered clouds
347,Chapais,49.7834,-74.8492,-13.22,100,94,3.38,CA,2022-01-31 04:59:13,overcast clouds
348,Tuatapere,-46.1333,167.6833,65.28,79,96,7.0,NZ,2022-01-31 04:59:13,overcast clouds
349,Saint Anthony,45.0205,-93.218,14.95,82,0,1.01,US,2022-01-31 04:59:14,clear sky
350,Banting,2.8167,101.5,89.73,75,71,1.57,MY,2022-01-31 04:59:14,broken clouds
351,Ames,42.0347,-93.6199,19.08,90,0,4.0,US,2022-01-31 04:54:21,clear sky
352,Agadez,19.75,10.25,46.18,25,2,11.77,NE,2022-01-31 04:59:15,clear sky
353,Buala,-8.145,159.5921,83.8,74,100,3.76,SB,2022-01-31 04:58:43,light rain
354,Elko,41.0002,-115.5012,25.23,56,53,1.01,US,2022-01-31 04:59:15,broken clouds
355,San Patricio,28.017,-97.5169,64.27,80,100,10.92,US,2022-01-31 04:59:16,overcast clouds
356,Jalu,29.0331,21.5482,52.07,64,78,13.71,LY,2022-01-31 04:59:16,broken clouds
357,Gogrial,8.5332,28.1004,64.81,22,10,6.62,SS,2022-01-31 04:59:16,clear sky
358,Vila Do Maio,15.1333,-23.2167,70.59,76,100,16.73,CV,2022-01-31 04:59:17,overcast clouds
359,Camacha,33.0833,-16.3333,61.56,82,20,18.41,PT,2022-01-31 04:59:17,few clouds
360,Cuajinicuilapa,16.4667,-98.4167,74.25,87,15,3.11,MX,2022-01-31 04:59:17,few clouds
361,Miraflores,19.2167,-98.8083,60.87,72,17,3.98,MX,2022-01-31 04:59:18,few clouds
362,Katrineholm,58.9959,16.2072,31.73,73,2,5.41,SE,2022-01-31 05:00:27,clear sky
363,Bitung,1.4451,125.1824,90.45,65,48,15.32,ID,2022-01-31 05:00:30,scattered clouds
364,Sioux Lookout,50.1001,-91.917,12.58,96,100,4.9,CA,2022-01-31 05:00:35,light snow
365,Sabang,5.8933,95.3214,81.55,76,80,11.7,ID,2022-01-31 04:57:50,broken clouds
366,Kysyl-Syr,63.8986,122.7617,-14.85,96,56,4.76,RU,2022-01-31 05:00:40,broken clouds
367,Morant Bay,17.8815,-76.4093,68.67,86,65,9.75,JM,2022-01-31 05:00:42,broken clouds
368,San Andres,12.5847,-81.7006,78.22,77,10,20.18,CO,2022-01-31 05:00:41,clear sky
369,Kamaishi,39.2667,141.8833,32.63,48,95,16.73,JP,2022-01-31 05:00:42,overcast clouds
370,Santa Rosa Del Sur,7.9644,-74.0544,68.02,78,93,3.15,CO,2022-01-31 05:00:43,overcast clouds
371,Nantucket,41.2835,-70.0995,21.13,58,19,12.15,US,2022-01-31 04:59:01,few clouds
372,Ponta Delgada,37.7333,-25.6667,58.5,72,20,18.41,PT,2022-01-31 05:00:44,few clouds
373,Kangundo,-1.2979,37.3471,62.94,76,75,2.84,KE,2022-01-31 05:00:44,broken clouds
374,Olafsvik,64.8945,-23.7142,25.9,56,100,15.19,IS,2022-01-31 05:00:45,overcast clouds
375,Saint-Louis,16.3333,-15.0,76.26,14,98,10.25,SN,2022-01-31 05:00:45,overcast clouds
376,Pitea,65.3172,21.4794,1.49,91,10,6.6,SE,2022-01-31 05:00:46,clear sky
377,Paita,-5.0892,-81.1144,71.53,80,100,8.21,PE,2022-01-31 05:00:46,overcast clouds
378,San Jose,37.3394,-121.895,52.77,83,0,1.01,US,2022-01-31 05:00:01,clear sky
379,Kloulklubed,7.0419,134.2556,82.42,69,95,13.06,PW,2022-01-31 05:00:47,overcast clouds
380,Adre,13.4667,22.2,55.04,18,1,16.22,TD,2022-01-31 05:00:47,clear sky
381,Merrill,45.1805,-89.6835,9.32,87,0,0.0,US,2022-01-31 04:55:57,clear sky
382,Riyadh,24.6877,46.7219,53.65,40,0,6.91,SA,2022-01-31 04:59:27,clear sky
383,Sitka,57.0531,-135.33,27.16,89,33,5.08,US,2022-01-31 04:59:59,scattered clouds
384,Mazagao,-0.115,-51.2894,72.23,98,97,2.98,BR,2022-01-31 05:00:48,light rain
385,Khudumelapye,-23.8833,24.75,66.97,79,99,13.02,BW,2022-01-31 05:00:48,overcast clouds
386,Greeneville,36.1632,-82.831,33.94,68,1,0.0,US,2022-01-31 05:00:39,clear sky
387,Guerrero Negro,27.9769,-114.0611,59.97,69,68,10.4,MX,2022-01-31 05:00:49,broken clouds
388,Chino Valley,34.7575,-112.4538,46.71,46,0,1.01,US,2022-01-31 05:00:50,clear sky
389,Hostotipaquillo,21.0667,-104.0667,64.49,49,5,2.77,MX,2022-01-31 05:00:50,clear sky
390,Canguaretama,-6.38,-35.1289,77.63,83,15,8.08,BR,2022-01-31 05:00:50,few clouds
391,Akdepe,42.0551,59.3788,23.0,69,100,9.71,TM,2022-01-31 05:00:51,overcast clouds
392,Lavumisa,-27.31,31.892,72.37,87,94,2.24,SZ,2022-01-31 05:00:51,overcast clouds
393,College,64.8569,-147.8028,-17.41,69,5,2.59,US,2022-01-31 05:00:51,clear sky
394,Jhelum,32.9331,73.7264,59.4,42,3,1.25,PK,2022-01-31 05:00:52,clear sky
395,Alirajpur,22.3031,74.3546,74.03,20,0,5.26,IN,2022-01-31 05:00:52,clear sky
396,Sistranda,63.7256,8.834,30.9,73,100,12.24,NO,2022-01-31 05:00:53,overcast clouds
397,Gushi,34.6425,109.5843,38.98,26,0,6.8,CN,2022-01-31 05:00:53,clear sky
398,Washington,47.5001,-120.5015,35.74,95,100,3.22,US,2022-01-31 05:00:25,overcast clouds
399,Namatanai,-3.6667,152.4333,84.25,72,97,5.75,PG,2022-01-31 04:58:38,light rain
400,Kanniyakumari,8.0833,77.5667,83.08,69,13,18.12,IN,2022-01-31 05:00:54,few clouds
401,Nouadhibou,20.931,-17.0347,63.63,78,100,18.57,MR,2022-01-31 05:00:54,overcast clouds
402,Taoudenni,22.6783,-3.9836,65.68,14,83,14.7,ML,2022-01-31 05:00:37,broken clouds
403,Voh,-20.9667,164.7,82.85,67,98,6.49,NC,2022-01-31 05:00:55,overcast clouds
404,Denpasar,-8.65,115.2167,87.46,74,20,10.36,ID,2022-01-31 04:59:44,few clouds
405,Kaitangata,-46.2817,169.8464,63.61,77,81,4.32,NZ,2022-01-31 05:00:55,broken clouds
406,Garissa,-0.4536,39.6401,76.5,73,45,6.71,KE,2022-01-31 05:00:56,scattered clouds
407,Pangnirtung,66.1451,-65.7125,-22.79,85,73,6.13,CA,2022-01-31 04:57:49,broken clouds
408,Price,39.5994,-110.8107,31.41,55,1,5.12,US,2022-01-31 05:01:57,clear sky
409,Contai,21.7786,87.7536,73.45,44,32,5.03,IN,2022-01-31 05:01:57,scattered clouds
410,Oranjemund,-28.55,16.4333,65.23,91,94,3.76,NA,2022-01-31 05:01:57,overcast clouds
411,Gat,31.61,34.7642,47.39,100,98,5.77,IL,2022-01-31 04:59:55,overcast clouds
412,Half Moon Bay,37.4636,-122.4286,52.83,87,75,0.0,US,2022-01-31 04:59:25,broken clouds
413,Meulaboh,4.1363,96.1285,86.23,63,70,3.36,ID,2022-01-31 05:01:58,broken clouds
414,Mandera,3.9366,41.867,76.14,47,91,5.77,KE,2022-01-31 05:01:58,overcast clouds
415,Makinsk,52.6292,70.4169,12.09,96,98,13.73,KZ,2022-01-31 05:01:59,overcast clouds
416,Maniitsoq,65.4167,-52.9,8.92,65,100,17.43,GL,2022-01-31 05:01:59,overcast clouds
417,Necochea,-38.5473,-58.7368,61.16,56,100,10.6,AR,2022-01-31 05:01:59,overcast clouds
418,Catamarca,-28.4696,-65.7852,69.64,57,2,7.34,AR,2022-01-31 05:00:30,clear sky
419,Acaponeta,22.4964,-105.3594,65.43,68,97,2.62,MX,2022-01-31 05:02:00,overcast clouds
420,Pahalgam,34.0333,75.3333,33.08,72,100,4.74,IN,2022-01-31 05:02:00,overcast clouds
421,Salinas,36.6777,-121.6555,53.08,80,75,5.75,US,2022-01-31 04:59:58,broken clouds
422,Tommot,58.9564,126.2925,-1.86,90,100,7.65,RU,2022-01-31 05:02:01,overcast clouds
423,Petropavlovsk-Kamchatskiy,53.0452,158.6483,25.39,93,100,0.0,RU,2022-01-31 05:02:01,light shower snow
424,Adrar,20.5022,-10.0711,70.74,14,100,11.05,MR,2022-01-31 05:02:01,overcast clouds
425,Taltal,-25.4,-70.4833,64.31,81,11,1.68,CL,2022-01-31 05:02:02,few clouds
426,Gravdal,68.1214,13.5031,31.89,86,75,10.36,NO,2022-01-31 05:02:02,broken clouds
427,Tezu,27.9167,96.1667,68.61,30,4,4.56,IN,2022-01-31 05:02:03,clear sky
428,Kruisfontein,-34.0033,24.7314,66.88,83,90,4.41,ZA,2022-01-31 04:57:30,overcast clouds
429,Radhanpur,23.8333,71.6,72.84,64,0,6.44,IN,2022-01-31 05:02:03,clear sky
430,Lagos,6.5833,3.75,65.26,47,71,4.81,NG,2022-01-31 05:00:34,broken clouds
431,Pontes E Lacerda,-15.2261,-59.3353,71.28,98,100,5.99,BR,2022-01-31 05:02:04,light rain
432,Santarem,-2.4431,-54.7083,72.3,97,100,2.86,BR,2022-01-31 05:02:04,moderate rain
433,Galesong,-5.3166,119.3661,87.82,73,99,12.46,ID,2022-01-31 05:02:05,overcast clouds
434,Vaitape,-16.5167,-151.75,80.78,71,3,9.08,PF,2022-01-31 05:02:05,clear sky
435,Baghdad,33.3406,44.4009,39.11,75,0,2.3,IQ,2022-01-31 04:57:13,clear sky
436,Bandar,2.05,99.75,88.97,52,46,3.65,ID,2022-01-31 05:02:05,scattered clouds
437,Alamo,20.9167,-97.6833,64.15,87,89,1.79,MX,2022-01-31 05:02:06,overcast clouds
438,Krasnyy Kut,50.95,46.9667,26.6,96,100,12.82,RU,2022-01-31 05:02:06,overcast clouds
439,Vrangel,42.7297,133.0839,21.49,42,4,10.89,RU,2022-01-31 05:02:06,clear sky
440,Harlingen,26.1906,-97.6961,67.91,90,100,12.66,US,2022-01-31 04:59:54,overcast clouds
441,Pochutla,15.7432,-96.4661,75.81,81,3,3.24,MX,2022-01-31 05:02:07,clear sky
442,Peleduy,59.6289,112.7406,1.76,90,100,5.23,RU,2022-01-31 05:02:07,overcast clouds
443,Saint-Augustin,51.226,-58.6502,5.52,88,65,9.86,CA,2022-01-31 05:02:08,broken clouds
444,Port Keats,-14.25,129.55,84.2,75,74,25.68,AU,2022-01-31 05:02:08,light rain
445,Hamilton,39.1834,-84.5333,28.72,79,0,0.0,US,2022-01-31 05:01:59,clear sky
446,Maningrida,-12.0667,134.2667,78.67,90,100,18.07,AU,2022-01-31 05:02:08,light rain
447,Bernburg,51.8,11.7333,38.46,80,100,9.37,DE,2022-01-31 05:02:09,overcast clouds
448,Trairi,-3.2778,-39.2689,77.7,84,92,8.46,BR,2022-01-31 05:02:09,overcast clouds
449,Benghazi,32.1167,20.0667,56.84,64,52,17.85,LY,2022-01-31 05:02:09,broken clouds
450,Ribeira Brava,32.65,-17.0667,65.03,77,0,10.78,PT,2022-01-31 05:02:10,clear sky
451,Hambantota,6.1241,81.1185,80.94,89,20,4.61,LK,2022-01-31 05:02:10,light rain
452,Bonthe,7.5264,-12.505,74.37,93,1,2.66,SL,2022-01-31 05:02:10,clear sky
453,Bonoua,5.2741,-3.595,76.62,91,97,2.73,CI,2022-01-31 05:03:11,overcast clouds
454,Emerald,-23.5333,148.1667,94.33,35,71,7.29,AU,2022-01-31 05:03:11,broken clouds
455,Sudova Vyshnya,49.7889,23.3722,34.95,84,99,23.51,UA,2022-01-31 05:03:12,overcast clouds
456,Muros,42.7762,-9.0603,49.23,88,0,11.07,ES,2022-01-31 05:03:12,clear sky
457,Provideniya,64.3833,-173.3,6.4,80,77,12.68,RU,2022-01-31 05:03:12,broken clouds
458,Butembo,0.15,29.2833,62.65,65,100,0.85,CD,2022-01-31 05:03:13,overcast clouds
459,Lompoc,34.6391,-120.4579,54.37,92,28,6.35,US,2022-01-31 05:03:13,scattered clouds
460,Barcelona,41.3888,2.159,54.32,55,20,8.01,ES,2022-01-31 04:59:21,few clouds
461,Saint-Joseph,-21.3667,55.6167,82.76,80,67,13.06,RE,2022-01-31 05:03:14,light rain
462,Saquena,-4.6667,-73.5167,72.75,80,99,1.59,PE,2022-01-31 05:03:14,overcast clouds
